GeneID	GPL
89919	GPL1708
89927	GPL1708
89932	GPL1708
89941	GPL1708
89944	GPL1708
89953	GPL1708
89958	GPL1708
89978	GPL1708
90007	GPL1708
90011	GPL1708
90019	GPL1708
90024	GPL1708
90025	GPL1708
90050	GPL1708
90060	GPL1708
90070	GPL1708
90075	GPL1708
90102	GPL1708
90113	GPL1708
90121	GPL1708
90134	GPL1708
90135	GPL1708
90139	GPL1708
90141	GPL1708
90161	GPL1708
90167	GPL1708
90187	GPL1708
90199	GPL1708
90203	GPL1708
90204	GPL1708
90226	GPL1708
90231	GPL1708
90233	GPL1708
90246	GPL1708
90249	GPL1708
90268	GPL1708
90271	GPL1708
90273	GPL1708
90288	GPL1708
90293	GPL1708
90313	GPL1708
90317	GPL1708
90321	GPL1708
90324	GPL1708
90332	GPL1708
90333	GPL1708
90338	GPL1708
90342	GPL1708
90353	GPL1708
90355	GPL1708
90362	GPL1708
90378	GPL1708
90379	GPL1708
90381	GPL1708
90390	GPL1708
90407	GPL1708
90410	GPL1708
90411	GPL1708
90416	GPL1708
90417	GPL1708
90423	GPL1708
90427	GPL1708
90441	GPL1708
90459	GPL1708
90480	GPL1708
90485	GPL1708
90488	GPL1708
90506	GPL1708
90507	GPL1708
90522	GPL1708
90523	GPL1708
90525	GPL1708
90529	GPL1708
90550	GPL1708
90580	GPL1708
90586	GPL1708
90589	GPL1708
90592	GPL1708
90594	GPL1708
90624	GPL1708
90627	GPL1708
90634	GPL1708
90637	GPL1708
90639	GPL1708
90649	GPL1708
90655	GPL1708
90665	GPL1708
90668	GPL1708
90673	GPL1708
90678	GPL1708
90693	GPL1708
90701	GPL1708
90736	GPL1708
90737	GPL1708
90780	GPL1708
90799	GPL1708
90806	GPL1708
90809	GPL1708
90826	GPL1708
90827	GPL1708
90834	GPL1708
90835	GPL1708
90843	GPL1708
90850	GPL1708
90853	GPL1708
90861	GPL1708
90864	GPL1708
90865	GPL1708
90871	GPL1708
90874	GPL1708
90933	GPL1708
90952	GPL1708
90956	GPL1708
90957	GPL1708
90987	GPL1708
90990	GPL1708
90993	GPL1708
91010	GPL1708
91012	GPL1708
91039	GPL1708
91050	GPL1708
91056	GPL1708
91057	GPL1708
91074	GPL1708
91107	GPL1708
91120	GPL1708
91133	GPL1708
91137	GPL1708
91147	GPL1708
91151	GPL1708
91179	GPL1708
91181	GPL1708
91227	GPL1708
91252	GPL1708
91272	GPL1708
91283	GPL1708
91289	GPL1708
91298	GPL1708
91300	GPL1708
91304	GPL1708
91316	GPL1708
91319	GPL1708
91351	GPL1708
91355	GPL1708
91368	GPL1708
91369	GPL1708
91373	GPL1708
91392	GPL1708
91404	GPL1708
91409	GPL1708
91419	GPL1708
91433	GPL1708
91442	GPL1708
91445	GPL1708
91452	GPL1708
91461	GPL1708
91464	GPL1708
91522	GPL1708
91523	GPL1708
91526	GPL1708
91543	GPL1708
91544	GPL1708
91574	GPL1708
91582	GPL1708
91584	GPL1708
91603	GPL1708
91607	GPL1708
91608	GPL1708
91612	GPL1708
91614	GPL1708
91624	GPL1708
91646	GPL1708
91647	GPL1708
91653	GPL1708
91661	GPL1708
91662	GPL1708
91663	GPL1708
91664	GPL1708
91683	GPL1708
91687	GPL1708
91689	GPL1708
91694	GPL1708
91695	GPL1708
91703	GPL1708
91734	GPL1708
91746	GPL1708
91748	GPL1708
91749	GPL1708
91750	GPL1708
91752	GPL1708
91754	GPL1708
91768	GPL1708
91775	GPL1708
91782	GPL1708
91801	GPL1708
91807	GPL1708
91833	GPL1708
91851	GPL1708
91860	GPL1708
91862	GPL1708
91869	GPL1708
91875	GPL1708
91894	GPL1708
91937	GPL1708
91942	GPL1708
91947	GPL1708
91949	GPL1708
91975	GPL1708
91977	GPL1708
91978	GPL1708
92002	GPL1708
92014	GPL1708
92017	GPL1708
92092	GPL1708
92104	GPL1708
92105	GPL1708
92106	GPL1708
92126	GPL1708
92140	GPL1708
92154	GPL1708
92162	GPL1708
92170	GPL1708
92181	GPL1708
92196	GPL1708
92211	GPL1708
92241	GPL1708
92255	GPL1708
92259	GPL1708
92270	GPL1708
92283	GPL1708
92285	GPL1708
92291	GPL1708
92292	GPL1708
92304	GPL1708
92305	GPL1708
92312	GPL1708
92335	GPL1708
92340	GPL1708
92342	GPL1708
92344	GPL1708
92345	GPL1708
92346	GPL1708
92359	GPL1708
92369	GPL1708
92370	GPL1708
92399	GPL1708
92400	GPL1708
92421	GPL1708
92482	GPL1708
92483	GPL1708
92521	GPL1708
92565	GPL1708
92579	GPL1708
92591	GPL1708
92595	GPL1708
92597	GPL1708
92609	GPL1708
92610	GPL1708
92667	GPL1708
92675	GPL1708
92689	GPL1708
92691	GPL1708
92703	GPL1708
92714	GPL1708
92715	GPL1708
92736	GPL1708
92737	GPL1708
92745	GPL1708
92747	GPL1708
92749	GPL1708
92797	GPL1708
92799	GPL1708
92806	GPL1708
92815	GPL1708
92822	GPL1708
92840	GPL1708
92856	GPL1708
92906	GPL1708
92912	GPL1708
92922	GPL1708
92935	GPL1708
92949	GPL1708
92960	GPL1708
92979	GPL1708
92999	GPL1708
93010	GPL1708
93034	GPL1708
93035	GPL1708
93058	GPL1708
93081	GPL1708
93082	GPL1708
93099	GPL1708
93100	GPL1708
93107	GPL1708
93109	GPL1708
93129	GPL1708
93134	GPL1708
93145	GPL1708
93164	GPL1708
93183	GPL1708
93185	GPL1708
93190	GPL1708
93210	GPL1708
93233	GPL1708
93273	GPL1708
93323	GPL1708
93343	GPL1708
93349	GPL1708
93377	GPL1708
93380	GPL1708
93408	GPL1708
93436	GPL1708
93474	GPL1708
93487	GPL1708
93492	GPL1708
93517	GPL1708
93550	GPL1708
93556	GPL1708
93587	GPL1708
93589	GPL1708
93594	GPL1708
93611	GPL1708
93621	GPL1708
93624	GPL1708
93627	GPL1708
93643	GPL1708
93649	GPL1708
93653	GPL1708
93661	GPL1708
93663	GPL1708
93664	GPL1708
93953	GPL1708
93973	GPL1708
93974	GPL1708
93979	GPL1708
93986	GPL1708
94005	GPL1708
94015	GPL1708
94025	GPL1708
94031	GPL1708
94032	GPL1708
94033	GPL1708
94039	GPL1708
94056	GPL1708
94059	GPL1708
94081	GPL1708
94086	GPL1708
94097	GPL1708
94101	GPL1708
94103	GPL1708
94104	GPL1708
94107	GPL1708
94120	GPL1708
94121	GPL1708
94122	GPL1708
94134	GPL1708
94137	GPL1708
94160	GPL1708
94233	GPL1708
94234	GPL1708
94235	GPL1708
94239	GPL1708
94240	GPL1708
94241	GPL1708
94274	GPL1708
95681	GPL1708
96459	GPL1708
96610	GPL1708
96764	GPL1708
103910	GPL1708
112398	GPL1708
112399	GPL1708
112401	GPL1708
112464	GPL1708
112476	GPL1708
112479	GPL1708
112483	GPL1708
112487	GPL1708
112495	GPL1708
112574	GPL1708
112609	GPL1708
112611	GPL1708
112616	GPL1708
112703	GPL1708
112724	GPL1708
112744	GPL1708
112752	GPL1708
112755	GPL1708
112770	GPL1708
112802	GPL1708
112817	GPL1708
112840	GPL1708
112849	GPL1708
112858	GPL1708
112869	GPL1708
112885	GPL1708
112936	GPL1708
112937	GPL1708
112939	GPL1708
112942	GPL1708
112950	GPL1708
112970	GPL1708
113000	GPL1708
113026	GPL1708
113091	GPL1708
113115	GPL1708
113130	GPL1708
113146	GPL1708
113157	GPL1708
113174	GPL1708
113177	GPL1708
113178	GPL1708
113179	GPL1708
113189	GPL1708
113201	GPL1708
113220	GPL1708
113235	GPL1708
113246	GPL1708
113251	GPL1708
113263	GPL1708
113277	GPL1708
113278	GPL1708
113402	GPL1708
113419	GPL1708
113444	GPL1708
113451	GPL1708
113452	GPL1708
113457	GPL1708
113510	GPL1708
113540	GPL1708
113612	GPL1708
113622	GPL1708
113655	GPL1708
113675	GPL1708
113691	GPL1708
113730	GPL1708
113746	GPL1708
113763	GPL1708
113791	GPL1708
113802	GPL1708
113828	GPL1708
113829	GPL1708
113835	GPL1708
113878	GPL1708
114026	GPL1708
114034	GPL1708
114036	GPL1708
114038	GPL1708
114041	GPL1708
114042	GPL1708
114044	GPL1708
114049	GPL1708
114088	GPL1708
114131	GPL1708
114132	GPL1708
114134	GPL1708
114294	GPL1708
114299	GPL1708
114327	GPL1708
114548	GPL1708
114569	GPL1708
114571	GPL1708
114609	GPL1708
114614	GPL1708
114625	GPL1708
114659	GPL1708
114757	GPL1708
114769	GPL1708
114770	GPL1708
114771	GPL1708
114780	GPL1708
114781	GPL1708
114784	GPL1708
114785	GPL1708
114786	GPL1708
114787	GPL1708
114788	GPL1708
114789	GPL1708
114790	GPL1708
114791	GPL1708
114792	GPL1708
114793	GPL1708
114794	GPL1708
114795	GPL1708
114796	GPL1708
114798	GPL1708
114799	GPL1708
114801	GPL1708
114803	GPL1708
114804	GPL1708
114805	GPL1708
114814	GPL1708
114815	GPL1708
114818	GPL1708
114819	GPL1708
114821	GPL1708
114822	GPL1708
114823	GPL1708
114824	GPL1708
114825	GPL1708
114826	GPL1708
114827	GPL1708
114836	GPL1708
114876	GPL1708
114879	GPL1708
114880	GPL1708
114882	GPL1708
114883	GPL1708
114884	GPL1708
114885	GPL1708
114897	GPL1708
114898	GPL1708
114899	GPL1708
114900	GPL1708
114904	GPL1708
114905	GPL1708
114907	GPL1708
114908	GPL1708
114926	GPL1708
114928	GPL1708
114932	GPL1708
114960	GPL1708
114971	GPL1708
114984	GPL1708
114987	GPL1708
114990	GPL1708
114991	GPL1708
115004	GPL1708
115019	GPL1708
115024	GPL1708
115098	GPL1708
115106	GPL1708
115111	GPL1708
115123	GPL1708
115207	GPL1708
115209	GPL1708
115265	GPL1708
115273	GPL1708
115286	GPL1708
115290	GPL1708
115294	GPL1708
115330	GPL1708
115350	GPL1708
115352	GPL1708
115353	GPL1708
115361	GPL1708
115362	GPL1708
115399	GPL1708
115416	GPL1708
115426	GPL1708
115509	GPL1708
115548	GPL1708
115557	GPL1708
115560	GPL1708
115572	GPL1708
115584	GPL1708
115650	GPL1708
115653	GPL1708
115677	GPL1708
115701	GPL1708
115703	GPL1708
115704	GPL1708
115708	GPL1708
115727	GPL1708
115752	GPL1708
115761	GPL1708
115795	GPL1708
115811	GPL1708
115817	GPL1708
115825	GPL1708
115827	GPL1708
115861	GPL1708
115908	GPL1708
115939	GPL1708
115948	GPL1708
115950	GPL1708
115992	GPL1708
116028	GPL1708
116039	GPL1708
116068	GPL1708
116071	GPL1708
116085	GPL1708
116092	GPL1708
116093	GPL1708
116113	GPL1708
116115	GPL1708
116123	GPL1708
116135	GPL1708
116138	GPL1708
116143	GPL1708
116150	GPL1708
116151	GPL1708
116154	GPL1708
116159	GPL1708
116173	GPL1708
116179	GPL1708
116211	GPL1708
116224	GPL1708
116225	GPL1708
116228	GPL1708
116238	GPL1708
116254	GPL1708
116255	GPL1708
116285	GPL1708
116328	GPL1708
116337	GPL1708
116349	GPL1708
116362	GPL1708
116369	GPL1708
116372	GPL1708
116379	GPL1708
116441	GPL1708
116442	GPL1708
116443	GPL1708
116444	GPL1708
116447	GPL1708
116448	GPL1708
116461	GPL1708
116496	GPL1708
116511	GPL1708
116512	GPL1708
116519	GPL1708
116534	GPL1708
116540	GPL1708
116541	GPL1708
116832	GPL1708
116835	GPL1708
116840	GPL1708
116841	GPL1708
116842	GPL1708
116843	GPL1708
116844	GPL1708
116931	GPL1708
116966	GPL1708
116969	GPL1708
116983	GPL1708
116984	GPL1708
116985	GPL1708
116987	GPL1708
116988	GPL1708
117143	GPL1708
117144	GPL1708
117145	GPL1708
117153	GPL1708
117154	GPL1708
117155	GPL1708
117156	GPL1708
117157	GPL1708
117159	GPL1708
117166	GPL1708
117177	GPL1708
117178	GPL1708
117194	GPL1708
117195	GPL1708
117196	GPL1708
117245	GPL1708
117246	GPL1708
117247	GPL1708
117248	GPL1708
117283	GPL1708
117285	GPL1708
117286	GPL1708
117289	GPL1708
117531	GPL1708
117532	GPL1708
117579	GPL1708
117581	GPL1708
117583	GPL1708
117584	GPL1708
117608	GPL1708
117854	GPL1708
118424	GPL1708
118425	GPL1708
118426	GPL1708
118427	GPL1708
118429	GPL1708
118430	GPL1708
118432	GPL1708
118433	GPL1708
118442	GPL1708
118460	GPL1708
118471	GPL1708
118472	GPL1708
118487	GPL1708
118490	GPL1708
118491	GPL1708
118611	GPL1708
118663	GPL1708
118670	GPL1708
118672	GPL1708
118738	GPL1708
118788	GPL1708
118812	GPL1708
118813	GPL1708
118856	GPL1708
118881	GPL1708
118932	GPL1708
118980	GPL1708
118987	GPL1708
119032	GPL1708
119180	GPL1708
119369	GPL1708
119391	GPL1708
119392	GPL1708
119467	GPL1708
119504	GPL1708
119559	GPL1708
119587	GPL1708
119687	GPL1708
119710	GPL1708
119749	GPL1708
119764	GPL1708
119774	GPL1708
120065	GPL1708
120066	GPL1708
120071	GPL1708
120103	GPL1708
120146	GPL1708
120224	GPL1708
120227	GPL1708
120376	GPL1708
120379	GPL1708
120400	GPL1708
120406	GPL1708
120425	GPL1708
120526	GPL1708
120534	GPL1708
120863	GPL1708
120892	GPL1708
120935	GPL1708
120939	GPL1708
121053	GPL1708
121130	GPL1708
121214	GPL1708
121227	GPL1708
121256	GPL1708
121260	GPL1708
121268	GPL1708
121273	GPL1708
121274	GPL1708
121278	GPL1708
121340	GPL1708
121355	GPL1708
121391	GPL1708
121441	GPL1708
121457	GPL1708
121504	GPL1708
121506	GPL1708
121512	GPL1708
121536	GPL1708
121599	GPL1708
121601	GPL1708
121642	GPL1708
121643	GPL1708
121665	GPL1708
121793	GPL1708
122011	GPL1708
122042	GPL1708
122046	GPL1708
122060	GPL1708
122258	GPL1708
122402	GPL1708
122416	GPL1708
122481	GPL1708
122509	GPL1708
122525	GPL1708
122553	GPL1708
122616	GPL1708
122618	GPL1708
122622	GPL1708
122651	GPL1708
122664	GPL1708
122665	GPL1708
122704	GPL1708
122769	GPL1708
122773	GPL1708
122786	GPL1708
122809	GPL1708
122830	GPL1708
122876	GPL1708
122945	GPL1708
122953	GPL1708
122961	GPL1708
122970	GPL1708
123016	GPL1708
123036	GPL1708
123041	GPL1708
123169	GPL1708
123207	GPL1708
123228	GPL1708
123263	GPL1708
123264	GPL1708
123283	GPL1708
123355	GPL1708
123591	GPL1708
123606	GPL1708
123624	GPL1708
123688	GPL1708
123720	GPL1708
123775	GPL1708
123803	GPL1708
123811	GPL1708
123872	GPL1708
123876	GPL1708
123879	GPL1708
123904	GPL1708
123920	GPL1708
123970	GPL1708
124044	GPL1708
124045	GPL1708
124056	GPL1708
124152	GPL1708
124220	GPL1708
124222	GPL1708
124245	GPL1708
124359	GPL1708
124401	GPL1708
124402	GPL1708
124404	GPL1708
124411	GPL1708
124446	GPL1708
124454	GPL1708
124460	GPL1708
124491	GPL1708
124535	GPL1708
124538	GPL1708
124540	GPL1708
124565	GPL1708
124583	GPL1708
124590	GPL1708
124599	GPL1708
124602	GPL1708
124626	GPL1708
124637	GPL1708
124739	GPL1708
124773	GPL1708
124783	GPL1708
124790	GPL1708
124801	GPL1708
124808	GPL1708
124817	GPL1708
124857	GPL1708
124872	GPL1708
124912	GPL1708
124925	GPL1708
124930	GPL1708
124935	GPL1708
124936	GPL1708
124944	GPL1708
124961	GPL1708
124975	GPL1708
124976	GPL1708
124989	GPL1708
124997	GPL1708
125058	GPL1708
125061	GPL1708
125111	GPL1708
125113	GPL1708
125115	GPL1708
125150	GPL1708
125170	GPL1708
125206	GPL1708
125228	GPL1708
125336	GPL1708
125476	GPL1708
125488	GPL1708
125875	GPL1708
125919	GPL1708
125950	GPL1708
125958	GPL1708
125965	GPL1708
125972	GPL1708
125981	GPL1708
125988	GPL1708
126003	GPL1708
126006	GPL1708
126014	GPL1708
126017	GPL1708
126068	GPL1708
126069	GPL1708
126074	GPL1708
126119	GPL1708
126123	GPL1708
126129	GPL1708
126133	GPL1708
126147	GPL1708
126204	GPL1708
126205	GPL1708
126206	GPL1708
126208	GPL1708
126231	GPL1708
126248	GPL1708
126259	GPL1708
126272	GPL1708
126282	GPL1708
126295	GPL1708
126299	GPL1708
126306	GPL1708
126308	GPL1708
126321	GPL1708
126326	GPL1708
126328	GPL1708
126353	GPL1708
126364	GPL1708
126375	GPL1708
126382	GPL1708
126393	GPL1708
126402	GPL1708
126410	GPL1708
126433	GPL1708
126526	GPL1708
126541	GPL1708
126549	GPL1708
126567	GPL1708
126626	GPL1708
126638	GPL1708
126668	GPL1708
126669	GPL1708
126695	GPL1708
126731	GPL1708
126755	GPL1708
126789	GPL1708
126792	GPL1708
126820	GPL1708
126823	GPL1708
126859	GPL1708
126868	GPL1708
126969	GPL1708
127002	GPL1708
127018	GPL1708
127124	GPL1708
127247	GPL1708
127253	GPL1708
127254	GPL1708
127262	GPL1708
127281	GPL1708
127294	GPL1708
127343	GPL1708
127385	GPL1708
127391	GPL1708
127396	GPL1708
127428	GPL1708
127435	GPL1708
127495	GPL1708
127534	GPL1708
127540	GPL1708
127544	GPL1708
127579	GPL1708
127670	GPL1708
127687	GPL1708
127700	GPL1708
127703	GPL1708
127707	GPL1708
127731	GPL1708
127733	GPL1708
127795	GPL1708
127829	GPL1708
127833	GPL1708
127845	GPL1708
127933	GPL1708
127943	GPL1708
128025	GPL1708
128061	GPL1708
128077	GPL1708
128153	GPL1708
128178	GPL1708
128209	GPL1708
128218	GPL1708
128229	GPL1708
128239	GPL1708
128240	GPL1708
128272	GPL1708
128308	GPL1708
128312	GPL1708
128338	GPL1708
128344	GPL1708
128346	GPL1708
128360	GPL1708
128372	GPL1708
128387	GPL1708
128408	GPL1708
128414	GPL1708
128434	GPL1708
128486	GPL1708
128488	GPL1708
128497	GPL1708
128553	GPL1708
128602	GPL1708
128637	GPL1708
128646	GPL1708
128653	GPL1708
128674	GPL1708
128710	GPL1708
128817	GPL1708
128821	GPL1708
128822	GPL1708
128826	GPL1708
128853	GPL1708
128854	GPL1708
128859	GPL1708
128861	GPL1708
128864	GPL1708
128866	GPL1708
128869	GPL1708
128872	GPL1708
128876	GPL1708
128977	GPL1708
128989	GPL1708
129025	GPL1708
129049	GPL1708
129080	GPL1708
129138	GPL1708
129285	GPL1708
129401	GPL1708
129446	GPL1708
129450	GPL1708
129530	GPL1708
129531	GPL1708
129563	GPL1708
129642	GPL1708
129684	GPL1708
129685	GPL1708
129787	GPL1708
129804	GPL1708
129807	GPL1708
129831	GPL1708
129880	GPL1708
130013	GPL1708
130026	GPL1708
130074	GPL1708
130106	GPL1708
130120	GPL1708
130132	GPL1708
130162	GPL1708
130271	GPL1708
130340	GPL1708
130355	GPL1708
130367	GPL1708
130399	GPL1708
130497	GPL1708
130502	GPL1708
130507	GPL1708
130535	GPL1708
130540	GPL1708
130557	GPL1708
130560	GPL1708
130574	GPL1708
130576	GPL1708
130589	GPL1708
130612	GPL1708
130617	GPL1708
130733	GPL1708
130749	GPL1708
130752	GPL1708
130813	GPL1708
130814	GPL1708
130827	GPL1708
130872	GPL1708
130888	GPL1708
130916	GPL1708
130940	GPL1708
130951	GPL1708
131034	GPL1708
131076	GPL1708
131096	GPL1708
131118	GPL1708
131177	GPL1708
131368	GPL1708
131375	GPL1708
131377	GPL1708
131408	GPL1708
131450	GPL1708
131474	GPL1708
131540	GPL1708
131544	GPL1708
131566	GPL1708
131578	GPL1708
131583	GPL1708
131601	GPL1708
131616	GPL1708
131669	GPL1708
131831	GPL1708
131870	GPL1708
131873	GPL1708
131890	GPL1708
131965	GPL1708
132001	GPL1708
132112	GPL1708
132141	GPL1708
132158	GPL1708
132160	GPL1708
132200	GPL1708
132204	GPL1708
132228	GPL1708
132241	GPL1708
132243	GPL1708
132299	GPL1708
132320	GPL1708
132321	GPL1708
132332	GPL1708
132612	GPL1708
132625	GPL1708
132660	GPL1708
132671	GPL1708
132720	GPL1708
132724	GPL1708
132789	GPL1708
132851	GPL1708
132864	GPL1708
132884	GPL1708
132949	GPL1708
132954	GPL1708
132989	GPL1708
133015	GPL1708
133022	GPL1708
133060	GPL1708
133121	GPL1708
133308	GPL1708
133383	GPL1708
133396	GPL1708
133482	GPL1708
133522	GPL1708
133558	GPL1708
133584	GPL1708
133619	GPL1708
133686	GPL1708
133688	GPL1708
133690	GPL1708
133746	GPL1708
133874	GPL1708
133957	GPL1708
134111	GPL1708
134145	GPL1708
134147	GPL1708
134187	GPL1708
134218	GPL1708
134265	GPL1708
134266	GPL1708
134285	GPL1708
134288	GPL1708
134353	GPL1708
134359	GPL1708
134429	GPL1708
134430	GPL1708
134466	GPL1708
134492	GPL1708
134510	GPL1708
134526	GPL1708
134548	GPL1708
134549	GPL1708
134553	GPL1708
134637	GPL1708
134701	GPL1708
134728	GPL1708
134860	GPL1708
134864	GPL1708
134957	GPL1708
135112	GPL1708
135114	GPL1708
135138	GPL1708
135152	GPL1708
135154	GPL1708
135228	GPL1708
135250	GPL1708
135293	GPL1708
135295	GPL1708
135458	GPL1708
135644	GPL1708
135656	GPL1708
135886	GPL1708
135892	GPL1708
135927	GPL1708
135932	GPL1708
135941	GPL1708
136051	GPL1708
136227	GPL1708
136242	GPL1708
136259	GPL1708
136263	GPL1708
136306	GPL1708
136332	GPL1708
136371	GPL1708
136541	GPL1708
136647	GPL1708
136853	GPL1708
136895	GPL1708
136991	GPL1708
137075	GPL1708
137209	GPL1708
137362	GPL1708
137392	GPL1708
137492	GPL1708
137682	GPL1708
137695	GPL1708
137735	GPL1708
137797	GPL1708
137835	GPL1708
137868	GPL1708
137872	GPL1708
137886	GPL1708
137902	GPL1708
137964	GPL1708
137970	GPL1708
137994	GPL1708
138009	GPL1708
138046	GPL1708
138050	GPL1708
138065	GPL1708
138151	GPL1708
138162	GPL1708
138199	GPL1708
138240	GPL1708
138241	GPL1708
138255	GPL1708
138307	GPL1708
138311	GPL1708
138428	GPL1708
138429	GPL1708
138474	GPL1708
138639	GPL1708
138716	GPL1708
138724	GPL1708
138804	GPL1708
138882	GPL1708
139065	GPL1708
139067	GPL1708
139081	GPL1708
139105	GPL1708
139135	GPL1708
139170	GPL1708
139212	GPL1708
139221	GPL1708
139231	GPL1708
139285	GPL1708
139322	GPL1708
139324	GPL1708
139341	GPL1708
139378	GPL1708
139411	GPL1708
139420	GPL1708
139422	GPL1708
139538	GPL1708
139562	GPL1708
139596	GPL1708
139599	GPL1708
139716	GPL1708
139728	GPL1708
139741	GPL1708
139760	GPL1708
139818	GPL1708
139886	GPL1708
140032	GPL1708
140258	GPL1708
140290	GPL1708
140432	GPL1708
140453	GPL1708
140456	GPL1708
140458	GPL1708
140459	GPL1708
140460	GPL1708
140461	GPL1708
140462	GPL1708
140465	GPL1708
140467	GPL1708
140469	GPL1708
140545	GPL1708
140564	GPL1708
140576	GPL1708
140578	GPL1708
140597	GPL1708
140606	GPL1708
140609	GPL1708
140612	GPL1708
140625	GPL1708
140628	GPL1708
140679	GPL1708
140680	GPL1708
140685	GPL1708
140686	GPL1708
140688	GPL1708
140689	GPL1708
140690	GPL1708
140691	GPL1708
140699	GPL1708
140700	GPL1708
140701	GPL1708
140706	GPL1708
140707	GPL1708
140710	GPL1708
140730	GPL1708
140732	GPL1708
140733	GPL1708
140735	GPL1708
140738	GPL1708
140739	GPL1708
140766	GPL1708
140767	GPL1708
140771	GPL1708
140775	GPL1708
140801	GPL1708
140803	GPL1708
140807	GPL1708
140809	GPL1708
140823	GPL1708
140825	GPL1708
140828	GPL1708
140831	GPL1708
140832	GPL1708
140836	GPL1708
140838	GPL1708
140850	GPL1708
140856	GPL1708
140870	GPL1708
140876	GPL1708
140880	GPL1708
140881	GPL1708
140883	GPL1708
140885	GPL1708
140886	GPL1708
140890	GPL1708
140893	GPL1708
140894	GPL1708
140901	GPL1708
140902	GPL1708
140947	GPL1708
142678	GPL1708
142679	GPL1708
142680	GPL1708
142683	GPL1708
142684	GPL1708
142686	GPL1708
142689	GPL1708
142891	GPL1708
142940	GPL1708
143098	GPL1708
143187	GPL1708
143241	GPL1708
143279	GPL1708
143282	GPL1708
143379	GPL1708
143384	GPL1708
143425	GPL1708
143458	GPL1708
143471	GPL1708
143501	GPL1708
143503	GPL1708
143630	GPL1708
143662	GPL1708
143684	GPL1708
143686	GPL1708
143689	GPL1708
143879	GPL1708
143884	GPL1708
143888	GPL1708
143903	GPL1708
144097	GPL1708
144100	GPL1708
144108	GPL1708
144110	GPL1708
144124	GPL1708
144132	GPL1708
144165	GPL1708
144193	GPL1708
144195	GPL1708
144203	GPL1708
144233	GPL1708
144245	GPL1708
144321	GPL1708
144347	GPL1708
144348	GPL1708
144363	GPL1708
144402	GPL1708
144406	GPL1708
144423	GPL1708
144438	GPL1708
144448	GPL1708
144453	GPL1708
144455	GPL1708
144486	GPL1708
144501	GPL1708
144568	GPL1708
144577	GPL1708
144608	GPL1708
144699	GPL1708
144715	GPL1708
144717	GPL1708
144809	GPL1708
144811	GPL1708
144983	GPL1708
145226	GPL1708
145258	GPL1708
145264	GPL1708
145270	GPL1708
145282	GPL1708
145376	GPL1708
145389	GPL1708
145407	GPL1708
145447	GPL1708
145482	GPL1708
145483	GPL1708
145508	GPL1708
145553	GPL1708
145567	GPL1708
145581	GPL1708
145645	GPL1708
145741	GPL1708
145748	GPL1708
145757	GPL1708
145773	GPL1708
145781	GPL1708
145853	GPL1708
145858	GPL1708
145864	GPL1708
145942	GPL1708
145946	GPL1708
145957	GPL1708
146050	GPL1708
146057	GPL1708
146059	GPL1708
146177	GPL1708
146183	GPL1708
146198	GPL1708
146206	GPL1708
146223	GPL1708
146225	GPL1708
146279	GPL1708
146310	GPL1708
146325	GPL1708
146330	GPL1708
146378	GPL1708
146395	GPL1708
146429	GPL1708
146433	GPL1708
146434	GPL1708
146439	GPL1708
146456	GPL1708
146512	GPL1708
146540	GPL1708
146542	GPL1708
146547	GPL1708
146556	GPL1708
146562	GPL1708
146664	GPL1708
146691	GPL1708
146705	GPL1708
146712	GPL1708
146722	GPL1708
146723	GPL1708
146754	GPL1708
146760	GPL1708
146771	GPL1708
146779	GPL1708
146802	GPL1708
146822	GPL1708
146845	GPL1708
146849	GPL1708
146850	GPL1708
146852	GPL1708
146853	GPL1708
146857	GPL1708
146861	GPL1708
146862	GPL1708
146894	GPL1708
146923	GPL1708
146956	GPL1708
147007	GPL1708
147011	GPL1708
147015	GPL1708
147040	GPL1708
147111	GPL1708
147138	GPL1708
147172	GPL1708
147179	GPL1708
147183	GPL1708
147184	GPL1708
147199	GPL1708
147323	GPL1708
147339	GPL1708
147372	GPL1708
147381	GPL1708
147407	GPL1708
147409	GPL1708
147463	GPL1708
147495	GPL1708
147525	GPL1708
147645	GPL1708
147650	GPL1708
147657	GPL1708
147660	GPL1708
147685	GPL1708
147686	GPL1708
147687	GPL1708
147694	GPL1708
147699	GPL1708
147700	GPL1708
147710	GPL1708
147719	GPL1708
147741	GPL1708
147744	GPL1708
147746	GPL1708
147798	GPL1708
147807	GPL1708
147808	GPL1708
147837	GPL1708
147841	GPL1708
147872	GPL1708
147906	GPL1708
147912	GPL1708
147920	GPL1708
147923	GPL1708
147929	GPL1708
147945	GPL1708
147948	GPL1708
147949	GPL1708
147965	GPL1708
147968	GPL1708
147991	GPL1708
148014	GPL1708
148022	GPL1708
148066	GPL1708
148103	GPL1708
148109	GPL1708
148113	GPL1708
148137	GPL1708
148156	GPL1708
148170	GPL1708
148203	GPL1708
148206	GPL1708
148213	GPL1708
148223	GPL1708
148229	GPL1708
148252	GPL1708
148254	GPL1708
148266	GPL1708
148268	GPL1708
148281	GPL1708
148304	GPL1708
148327	GPL1708
148362	GPL1708
148398	GPL1708
148413	GPL1708
148418	GPL1708
148423	GPL1708
148479	GPL1708
148523	GPL1708
148534	GPL1708
148581	GPL1708
148641	GPL1708
148709	GPL1708
148738	GPL1708
148741	GPL1708
148753	GPL1708
148789	GPL1708
148808	GPL1708
